GO Primary Key (Year plus Incident Number),Council District,GO Highest Offense Desc,Crime Type,GO Report Date,GO Location,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract,GO X Coordinate,GO Y Coordinate
20183160743,1,BURGLARY NON RESIDENCE,Burglary,2018-11-12,1903 GREENWOOD AVE,N,2018-11-16,C,78723,21.09,3128268,10076854
20185050795,7,THEFT,Theft,2018-12-17,11501 ROCK ROSE AVE,,,A,78758,18.49,3119545,10119175
20181970653,4,AGG ASSAULT,Agg Assault,2018-07-16,7100 BENNETT AVE,C,2018-07-16,I,78752,18.12,3127082,10093897
20183131118,6,AUTO THEFT,Auto Theft,2018-11-09,12860 N US 183 HWY SVRD SB,N,2018-11-29,A,78750,204.05,3103483,10130993
20185051372,2,THEFT,Theft,2018-12-20,7201 S CONGRESS AVE,N,2019-01-31,F,78745,24.22,3103136,10041017
20185039921,9,THEFT OF BICYCLE,Theft,2018-10-08,4600 MUELLER BLVD,N,2018-10-09,B,78723,3.06,3125013,10082433
20183141464,3,BURGLARY OF RESIDENCE,Burglary,2018-11-10,1210 SOUTHPORT DR,N,2018-11-13,D,78704,20.05,3104045,10057525
20183580715,4,THEFT,Theft,2018-12-24,1030 NORWOOD PARK BLVD,C,2018-12-24,I,78753,18.13,3129996,10096983
20185052103,3,THEFT,Theft,2018-12-27,1630 E 6TH ST,N,2018-12-27,G,78702,9.02,3120040,10068907
20185048180,7,BURGLARY OF VEHICLE,Theft,2018-11-30,3400 PALM WAY,N,2018-12-03,A,78758,18.49,3118942,10120313
20185047162,5,BURGLARY OF VEHICLE,Theft,2018-11-24,11212 REAL QUIET DR,N,2018-11-28,F,78748,24.07,3093558,10026579
20183240542,2,AUTO THEFT,Auto Theft,2018-11-20,3800 DROSSETT DR,C,2018-11-20,F,78744,24.31,3118294,10050405
20185045677,1,THEFT,Theft,2018-11-13,7215 CORONADO CIR,N,2018-11-14,I,78752,18.11,3131669,10091737
20185038201,9,THEFT OF BICYCLE,Theft,2018-09-26,1300 E RIVERSIDE DR,N,2018-09-27,H,78741,23.04,3117278,10063704
20183000704,3,BURGLARY OF VEHICLE,Theft,2018-10-27,4404 E OLTORF ST,N,2018-11-05,H,78741,23.14,3119889,10055968
20185047510,7,THEFT BY SHOPLIFTING,Theft,2018-11-27,10107 RESEARCH BLVD NB,N,2018-11-27,A,78759,17.53,3112274,10116346
20182951607,9,THEFT,Theft,2018-10-22,316 E 6TH ST,C,2018-10-22,G,78701,11,3115313,10070574
20185048063,3,BURGLARY OF VEHICLE,Theft,2018-11-30,4700 E RIVERSIDE DR,N,2018-12-05,H,78741,23.18,3122188,10058144
20183150751,2,THEFT,Theft,2018-11-11,713 SIMONETTI DR,N,2018-11-19,F,78748,24.23,3096616,10036803
20183380952,7,ROBBERY BY THREAT,Robbery,2018-12-04,10711 BURNET RD,C,2019-01-02,A,78758,18.49,3120208,10116125
20185039086,7,THEFT BY SHOPLIFTING,Theft,2018-10-02,11900 METRIC BLVD,N,2018-10-03,A,78758,18.49,3125397,10119142
20182980086,4,BURGLARY OF RESIDENCE,Burglary,2018-10-25,10205 BROWNIE DR,N,2019-02-15,E,78753,18.23,3131887,10107188
20183640796,7,THEFT BY SHOPLIFTING,Theft,2018-12-30,10107 RESEARCH BLVD SVRD NB,C,2018-12-30,A,78759,17.53,3112263,10116438
20185041119,8,THEFT,Theft,2018-10-15,2100 BARTON SPRINGS RD,N,2018-10-16,D,78746,19.11,3106393,10070460
20185052668,4,AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault,2018-12-28,9209 NORTHGATE BLVD,N,2019-01-28,E,78758,18.2,3122028,10108513
20185002491,7,THEFT BY SHOPLIFTING,Theft,2018-01-20,1420 W WELLS BRANCH PKWY,N,2018-01-22,E,78660,18.4,3138009,10134575
201880922,10,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-01-08,10610 MORADO CIR,N,2018-01-16,A,78759,17.22,3110163,10120074
20185001041,2,BURGLARY OF VEHICLE,Theft,2018-01-09,1709 E SH 71 WB,N,2018-01-24,H,78742,23.1,3137221,10054212
2018151318,6,AGG ASSAULT,Agg Assault,2018-01-15,N US 183 HWY SVRD SB / SPICEWOOD SPRINGS RD,C,2018-01-15,A,78750,204.05,3104291,10130916
2018470291,2,BURGLARY OF VEHICLE,Theft,2018-02-16,9005 CULLEN LN,N,2018-02-22,F,78748,24.21,3100141,10034167
201861021,5,THEFT BY SHOPLIFTING,Theft,2018-01-06,9500 S IH 35 SVRD SB,N,2018-01-26,F,78748,24.21,3099306,10032153
20185001135,7,THEFT,Theft,2018-01-10,1434 W WELLS BRANCH PKWY,N,2018-01-10,E,78660,18.4,3137594,10134827
20185002132,1,THEFT,Theft,2018-01-18,6600 ED BLUESTEIN BLVD SB,N,2018-02-13,C,78723,21.08,3139606,10084977
201870863,8,BURGLARY OF VEHICLE,Theft,2018-01-07,3900 S MOPAC EXPY SVRD SB,N,2018-01-10,D,78746,19.17,3093433,10061615
20188000090,2,BURGLARY OF VEHICLE,Theft,2018-01-06,4501 S IH 35 SVRD NB,N,2018-01-09,F,78744,24.11,3111325,10049638
20185002804,7,THEFT BY SHOPLIFTING,Theft,2018-01-23,10107 RESEARCH BLVD SVRD NB,N,2018-01-24,A,78759,17.53,3112263,10116438
2018101260,3,THEFT,Theft,2018-01-10,500 W BEN WHITE BLVD SVRD WB,C,2018-01-10,D,78704,13.08,3106712,10055516
20185001841,4,BREACH OF COMPUTER SECURITY,Theft,2018-01-15,1200 BROADMOOR DR,N,2018-01-29,I,78723,21.05,3125735,10086793
20188000394,2,THEFT,Theft,2018-01-29,3600 PRESIDENTIAL BLVD,N,2018-03-12,AP,78719,9800,3138850,10047302
20185002432,2,BURGLARY OF VEHICLE,Theft,2018-01-20,4600 NUCKOLS CROSSING RD,N,2018-02-16,F,78744,24.13,3117292,10045926
2018170672,7,THEFT,Theft,2018-01-17,2525 W ANDERSON LN,C,2018-01-17,B,78757,15.01,3116494,10102601
20185000057,4,THEFT,Theft,2018-01-01,6607 N IH 35 SVRD NB,N,2018-01-02,I,78752,18.12,3126007,10092696
2018121497,3,THEFT,Theft,2018-01-12,2701 E 7TH ST,C,2018-01-12,C,78702,9.02,3124305,10067892
20188000341,7,THEFT OF BICYCLE,Theft,2018-01-25,3201 ESPERANZA XING,N,2018-01-25,A,78758,18.49,3119265,10118563
2018150385,6,AUTO THEFT,Auto Theft,2018-01-15,13359 POND SPRINGS RD,C,2018-01-15,A,78729,204.06,3100235,10136279
20185002364,2,THEFT,Theft,2018-01-19,5901 E STASSNEY LN,N,2018-01-22,F,78744,24.31,3118720,10042867
2018240695,1,BURGLARY OF RESIDENCE,Burglary,2018-01-24,1171 1/2 SAN BERNARD ST,C,2018-05-02,C,78702,8.04,3119641,10071638
20185001700,9,THEFT BY SHOPLIFTING,Theft,2018-01-13,1320 E OLTORF ST,N,2018-02-20,H,78704,23.08,3114800,10058473
2018310316,3,BURGLARY OF VEHICLE,Theft,2018-01-31,2504 HUNTWICK DR,N,2018-05-25,H,78741,23.13,3119484,10055306
20188000188,3,BURGLARY OF VEHICLE,Theft,2018-01-13,5204 CREEKLINE DR,N,2018-01-23,D,78745,24.02,3103683,10049929
2018220588,7,BURGLARY NON RESIDENCE,Burglary,2018-01-22,3106 ADELPHI LN,N,2018-01-25,A,78727,18.29,3123495,10125825
20185003300,3,THEFT,Theft,2018-01-26,2725 S CONGRESS AVE,N,2018-02-01,D,78704,23.08,3110492,10058255
20185001824,9,THEFT FROM BUILDING,Theft,2018-01-15,507 PRESSLER ST,N,2018-01-17,B,78703,12,3108798,10072478
20185001822,7,BURGLARY OF VEHICLE,Theft,2018-01-15,11601 CENTURY OAKS TER,N,2018-01-16,A,78758,18.49,3118849,10119965
2018220353,2,BURGLARY OF VEHICLE,Theft,2018-01-22,4804 TOURNUS TRL,N,2018-01-23,F,78744,24.27,3111897,10038270
2018130295,8,BURGLARY OF VEHICLE,Theft,2018-01-13,5256 W US 290 HWY SVRD WB,N,2018-02-20,D,78735,19.15,3085705,10058827
20185001918,5,BURGLARY OF VEHICLE,Theft,2018-01-16,2203 FAIR OAKS DR,N,2018-01-23,D,78745,17.12,3097220,10053164
2018120315,1,BURGLARY NON RESIDENCE,Burglary,2018-01-12,5106 COMMERCIAL PARK DR,N,2018-01-30,C,78724,22.01,3142049,10091118
20188000115,7,THEFT,Theft,2018-01-08,11501 ROCK ROSE AVE,N,2018-01-10,A,78758,18.49,3119545,10119175
20188000256,9,THEFT,Theft,2018-01-19,1213 ALTA VISTA AVE,N,2018-02-13,H,78704,14.02,3115315,10063710
2018221706,3,THEFT BY SHOPLIFTING,Theft,2018-01-22,710 E BEN WHITE BLVD SVRD WB,C,2018-01-23,D,78704,23.08,3111061,10053193
2018250611,5,AUTO THEFT,Auto Theft,2018-01-25,4604 S LAMAR BLVD SB,N,2018-01-25,D,78735,19.15,3095209,10057420
20188000470,9,BURGLARY OF VEHICLE,Theft,2018-02-03,1818 S LAKESHORE BLVD,N,2018-02-19,H,78741,23.04,3119132,10062580
2018370861,7,AUTO THEFT,Auto Theft,2018-02-06,11505 DOMAIN DR,N,2018-02-06,A,78758,18.49,3119328,10119657
2018320152,3,THEFT BY SHOPLIFTING,Theft,2018-02-01,1920 E RIVERSIDE DR,C,2018-02-01,H,78741,23.04,3119173,10061567
20185003377,7,BURGLARY OF VEHICLE,Theft,2018-01-27,9230 NEILS THOMPSON DR,N,2018-01-29,A,78758,18.49,3116015,10111927
2018260059,7,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-01-26,910 W ANDERSON LN,C,2018-04-11,I,78757,18.18,3122633,10100232
2018220170,9,BURGLARY NON RESIDENCE,Burglary,2018-01-22,1202 E 29TH ST,C,2018-02-15,C,78722,4.01,3120470,10077765
2018221682,6,BURGLARY OF RESIDENCE,Burglary,2018-01-23,12300 HYMEADOW DR,N,2018-01-23,A,78750,204.05,3095390,10137970
20188000286,7,THEFT,Theft,2018-01-21,2240 W BRAKER LN,,,A,78758,18.49,3122311,10115959
20188000381,6,THEFT,Theft,2018-01-28,11200 LAKELINE MALL DR,N,2018-02-02,A,78613,203.18,3092523,10143915
20185002225,3,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,2018-01-18,,C,2018-08-27,C,78721,21.1,,
2018221601,7,THEFT,Theft,2018-01-23,3121 PALM WAY,C,2018-06-13,A,78758,18.49,3119999,10119681
20185005076,2,THEFT,Theft,2018-02-08,3154 E SH 71 SVRD EB,N,2018-03-05,H,78617,23.19,3146534,10047586
20185003595,7,THEFT,Theft,2018-01-29,11604 STONEHOLLOW DR,N,2018-03-06,A,78758,18.49,3123277,10117875
2018231063,4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-01-23,6303 N IH 35 SVRD NB,C,2018-01-23,I,78752,18.12,3125576,10091643
2018260111,4,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-01-26,7522 N IH 35 SVRD SB,C,2018-04-24,I,78752,18.04,3125968,10096642
2018260528,3,AGG ASSAULT,Agg Assault,2018-01-26,2005 WILLOW CREEK DR,C,2018-01-26,H,78741,23.16,3119100,10057764
20185003272,2,BURGLARY OF VEHICLE,Theft,2018-01-26,6906 TRENDAL LN,N,2018-01-29,F,78744,24.27,3109212,10039125
20185003699,5,BURGLARY OF VEHICLE,Theft,2018-01-30,1607 MATTHEWS LN,N,2018-04-11,F,78745,24.24,3095716,10044778
2018191020,2,AUTO THEFT,Auto Theft,2018-01-19,5400 VILLAGE LN,N,2018-01-22,F,78744,24.12,3114289,10043569
20185003534,7,BURGLARY OF VEHICLE,Theft,2018-01-29,12045 LINCOLNSHIRE DR,N,2018-01-30,E,78758,18.45,3128591,10119668
20185003620,6,BURGLARY OF VEHICLE,Theft,2018-01-29,12403 MELLOW MEADOW DR,N,2018-01-30,A,78750,204.05,3095942,10138887
20185002190,10,BREACH OF COMPUTER SECURITY,Theft,2018-01-18,5501 BALCONES DR,N,2018-01-29,B,78731,1.01,3109126,10095405
2018190837,1,AUTO THEFT,Auto Theft,2018-01-19,1413 WEBBERVILLE RD,C,2018-01-22,C,78721,21.1,3133493,10075411
20185003110,1,THEFT,Theft,2018-01-25,804 E BRAKER LN,N,2018-01-26,E,78753,18.32,3134919,10110983
20185003112,9,BURGLARY OF VEHICLE,Theft,2018-01-25,208 W 4TH ST,N,2018-01-26,G,78701,11,3113576,10070343
2018300146,7,BURGLARY NON RESIDENCE,Burglary,2018-01-30,6808 N LAMAR BLVD,N,2018-05-03,I,78757,15.05,3120711,10095637
20185003648,5,THEFT,Theft,2018-01-29,1414 S LAMAR BLVD,N,2018-01-30,D,78704,13.03,3107799,10065094
20188000377,9,BURGLARY OF VEHICLE,Theft,2018-01-28,508 BRAZOS ST,N,2018-01-30,G,78701,11,3114606,10070422
20185004149,6,BURGLARY OF VEHICLE,Theft,2018-02-02,13201 LEGENDARY DR,N,2018-02-05,A,78727,17.85,3116797,10132195
2018341425,3,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-02-03,1144 AIRPORT BLVD,N,2018-03-06,C,78702,8.01,3128398,10072590
20185002443,9,POCKET PICKING,Theft,2018-01-20,E 6TH ST / TRINITY ST,N,2018-01-22,G,78701,11,3115415,10070416
20185002514,2,BURGLARY OF VEHICLE,Theft,2018-01-21,901 LITTLE TEXAS LN,N,2018-01-26,F,78745,24.02,3106583,10045152
20185002515,7,THEFT BY SHOPLIFTING,Theft,2018-01-21,9607 RESEARCH BLVD SVRD NB,,,A,78759,17.53,3112956,10114736
2018360965,2,BURGLARY OF VEHICLE,Theft,2018-02-05,2302 E WILLIAM CANNON DR,N,2018-02-07,F,78744,24.19,3110156,10041054
2018241372,5,THEFT,Theft,2018-01-24,9500 S IH 35 SVRD SB,C,2018-01-24,F,78748,24.21,3099306,10032153
2018320403,9,AUTO THEFT,Auto Theft,2018-02-01,1020 E 45TH ST,N,2018-02-01,B,78751,3.04,3122234,10084129
2018200237,9,THEFT,Theft,2018-01-20,615 RED RIVER ST,N,2018-01-22,G,78701,11,3116253,10070465
20185004129,7,BURGLARY OF VEHICLE,Theft,2018-02-01,9033 RESEARCH BLVD SVRD NB,N,2018-02-05,A,78758,18.49,3118981,10109049
20185004249,7,THEFT,Theft,2018-02-02,2007 TEAKWOOD DR,N,2018-02-05,I,78757,18.18,3118837,10103775
2018310346,3,BURGLARY OF VEHICLE,Theft,2018-01-31,2504 HUNTWICK DR,N,2018-05-25,H,78741,23.13,3119484,10055306
2018231446,3,ROBBERY BY THREAT,Robbery,2018-01-23,1401 S PLEASANT VALLEY RD,N,2018-04-05,H,78741,23.17,3122310,10060612
2018320315,2,AUTO THEFT,Auto Theft,2018-02-01,4600 COBBLER CV,C,2018-02-01,F,78744,24.13,3115183,10046326
20185002533,8,THEFT,Theft,2018-01-21,11917 BRYONY DR,N,2018-02-27,D,78739,17.75,3058560,10040364
2018351144,8,BURGLARY OF RESIDENCE,Burglary,2018-02-04,1036 LIBERTY PARK DR,C,2018-02-04,D,78746,19.1,3099554,10070498
20185002701,7,BURGLARY OF VEHICLE,Theft,2018-01-22,12443 TECH RIDGE BLVD,N,2018-01-23,E,78753,18.39,3138141,10118097
2018400323,4,THEFT,Theft,2018-02-09,1030 NORWOOD PARK BLVD,N,2018-02-14,I,78753,18.13,3129996,10096983
201810960,2,RAPE,Rape,2018-01-01,,N,2018-04-12,F,78744,24.29,,
20188000468,3,BURGLARY OF VEHICLE,Theft,2018-02-03,1840 BURTON DR,N,2018-02-19,H,78741,23.15,3118629,10058878
201841356,2,THEFT,Theft,2018-01-04,3600 PRESIDENTIAL BLVD,N,2018-04-24,AP,78719,9800,3138850,10047302
201840737,1,BURGLARY OF RESIDENCE,Burglary,2018-01-04,3300 NORTHEAST DR,N,2018-01-11,I,78723,21.13,3136714,10086263
2018360858,2,THEFT,Theft,2018-02-05,4537 S IH 35 SVRD NB,N,2018-02-07,F,78744,24.11,3111018,10048996
20185004266,4,BURGLARY OF VEHICLE,Theft,2018-02-02,1007 NEANS DR,N,2018-02-05,E,78758,18.22,3128041,10109869
20185003511,9,THEFT OF BICYCLE,Theft,2018-01-29,919 E 32ND ST,N,2018-01-29,B,78705,4.01,3119190,10079092
2018101349,4,AUTO THEFT,Auto Theft,2018-01-10,1804 W RUNDBERG LN,N,2018-01-11,E,78758,18.2,3122457,10108606
20185003536,9,THEFT,Theft,2018-01-29,701 BRAZOS ST,C,2018-01-30,G,78701,11,3115026,10071069
2018440955,7,THEFT,Theft,2018-02-13,12900 N IH 35 SVRD SB,C,2018-02-14,E,78753,18.48,3134231,10124160
20188000012,3,THEFT OF BICYCLE,Theft,2018-01-01,4600 ELMONT DR,N,2018-01-04,H,78741,23.17,3122852,10060647
2018350366,9,BURGLARY NON RESIDENCE,Burglary,2018-02-04,200 SAN JACINTO BLVD,N,2018-04-09,G,78701,11,3114645,10069302
20185004728,10,THEFT,Theft,2018-02-06,10705 BULL RIDGE DR,N,2018-02-13,A,78759,25,3107601,10122565
2018360370,3,BURGLARY NON RESIDENCE,Burglary,2018-02-05,1951 E OLTORF ST,N,2018-04-09,H,78741,23.13,3117445,10057239
2018340524,3,BURGLARY NON RESIDENCE,Burglary,2018-02-03,500 E ST ELMO RD,C,2018-03-28,D,78745,24.03,3108794,10051466
20185003527,4,BURGLARY OF VEHICLE,Theft,2018-01-29,10308 STUBBLE QUAIL DR,N,2018-01-30,E,78758,18.21,3124803,10111875
2018441325,2,BURGLARY OF RESIDENCE,Burglary,2018-02-13,7501 CEDAR EDGE DR,N,2018-02-14,H,78744,24.31,3129446,10044710
20185000786,2,BREACH OF COMPUTER SECURITY,Theft,2018-01-07,7330 BLUFF SPRINGS RD,N,2018-01-12,F,78744,24.27,3106388,10038359
20185005039,9,THEFT,Theft,2018-02-08,2900 MANOR RD,N,2018-03-06,C,78722,4.02,3124404,10077490
20185004085,3,THEFT,Theft,2018-02-01,1901 E CESAR CHAVEZ ST,N,2018-02-26,C,78702,10,3120181,10066851
20185005188,1,BURGLARY OF VEHICLE,Theft,2018-02-09,1703 CORONADO HILLS DR,N,2018-02-12,I,78752,18.11,3132090,10092058
2018140614,7,BURGLARY NON RESIDENCE,Burglary,2018-01-14,12100 METRIC BLVD,N,2018-02-27,A,78758,18.49,3126346,10120352
20185003612,7,THEFT,Theft,2018-01-29,1822 W BRAKER LN,,,E,78758,18.44,3125004,10116078
20185000728,3,THEFT,Theft,2018-01-06,1716 WOODWARD ST,N,2018-02-06,H,78741,23.07,3114101,10053580
20185005259,9,THEFT,Theft,2018-02-10,90 RAINEY ST,N,2018-02-12,G,78701,11,3115739,10067987
201830892,3,AUTO THEFT,Auto Theft,2018-01-03,2314 WICKERSHAM LN,C,2018-01-07,H,78741,23.14,3121161,10056382
20185000308,5,THEFT OF LICENSE PLATE,Theft,2018-01-03,2900 KESTREL DR,N,2018-01-03,F,78745,17.28,3088528,10044728
201840278,2,AUTO THEFT,Auto Theft,2018-01-04,5707 HAMMERMILL RUN,N,2018-01-07,F,78744,24.12,3113354,10042709
20185001040,1,BURGLARY OF VEHICLE,Theft,2018-01-09,7000 DECKER LN,,,C,78724,22.02,3150865,10082058
20185005326,3,THEFT,Theft,2018-02-11,2101 BURTON DR,N,2018-03-21,H,78741,23.15,3118036,10057923
20185004854,4,THEFT,Theft,2018-02-07,8201 N LAMAR BLVD,N,2018-02-13,E,78753,18.06,3124479,10101091
20185004859,9,THEFT OF BICYCLE,Theft,2018-02-07,1103 W 24TH ST,N,2018-02-08,B,78705,6.04,3111955,10077935
20185004032,7,BURGLARY OF VEHICLE,Theft,2018-02-01,12113 METRIC BLVD,N,2018-02-05,E,78758,18.45,3127286,10120469
2018491584,2,BURGLARY OF VEHICLE,Theft,2018-02-18,7901 RUNNING WATER DR,N,2018-02-26,F,78747,24.26,3115859,10031387
20185000176,3,BURGLARY OF VEHICLE,Theft,2018-01-02,1000 E 5TH ST,N,2018-01-04,G,78702,9.02,3117671,10069478
20188000081,5,THEFT,Theft,2018-01-07,7920 WEST GATE BLVD,N,2018-01-09,F,78745,17.29,3088513,10045100
20185000414,3,THEFT OF METAL,Theft,2018-01-04,6906 IDEA RD,,,H,78741,23.12,3129179,10055070
2018350255,6,BURGLARY OF VEHICLE,Theft,2018-02-04,6263 MC NEIL DR,C,2018-02-04,A,78727,17.85,3111372,10133741
20185000985,1,THEFT,Theft,2018-01-08,7240 NORTHEAST DR,N,2018-01-23,I,78723,21.12,3133505,10090908
20185004407,5,BURGLARY OF VEHICLE,Theft,2018-02-04,1100 S LAMAR BLVD,N,2018-02-21,D,78704,13.03,3108188,10066117
20185005274,3,BURGLARY OF VEHICLE,Theft,2018-02-10,2900 SUNRIDGE DR,N,2018-02-28,H,78741,23.13,3119729,10053927
201840506,3,BURGLARY NON RESIDENCE,Burglary,2018-01-04,801 TILLERY ST,N,2018-01-18,C,78702,9.02,3126547,10068566
2018420865,8,THEFT,Theft,2018-02-11,2901 S CAPITAL OF TEXAS HWY NB,C,2018-02-14,D,78746,19.1,3094135,10066586
201841153,1,BURGLARY OF RESIDENCE,Burglary,2018-01-04,3300 NORTHEAST DR,N,2018-01-05,I,78723,21.13,3136714,10086263
201861307,5,THEFT,Theft,2018-01-06,3204 MANCHACA RD,N,2018-02-02,D,78704,20.04,3101962,10060358
2018360884,3,THEFT,Theft,2018-02-05,1144 AIRPORT BLVD,C,2018-02-05,C,78702,8.01,3128398,10072590
20185001338,3,BURGLARY OF VEHICLE,Theft,2018-01-11,1500 ROYAL CREST DR,N,2018-01-18,H,78741,23.16,3118504,10060965
2018331262,9,BURGLARY OF RESIDENCE,Burglary,2018-02-02,105 W 51ST ST,N,2018-02-02,B,78751,3.05,3119810,10088271
2018341492,4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,2018-02-04,9909 N LAMAR BLVD,C,2018-02-04,E,78753,18.23,3129039,10107864
20185005801,5,BURGLARY OF VEHICLE,Theft,2018-02-14,1701 OAK HILL LN,N,2018-02-16,F,78744,24.25,3101819,10033162
20185005535,6,THEFT BY SHOPLIFTING,Theft,2018-02-12,10900 LAKELINE MALL DR,N,2018-02-19,A,78717,203.11,3095631,10145975
2018440429,2,AUTO THEFT,Auto Theft,2018-02-13,1800 E STASSNEY LN,N,2018-02-13,F,78744,24.19,3109221,10044980
2018490759,3,AGG ASSAULT,Agg Assault,2018-02-18,1123 EBERT AVE,N,2018-08-01,C,78721,21.1,3132033,10071592
20185006764,5,BURGLARY OF VEHICLE,Theft,2018-02-21,1824 W SLAUGHTER LN,N,2018-02-22,F,78748,17.47,3090035,10036032
20185006768,3,BURGLARY OF VEHICLE,Theft,2018-02-21,211 E ALPINE RD,N,2018-02-26,D,78704,23.08,3109116,10055307
2018210316,1,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-01-21,6021 N IH 35 SVRD NB,N,2018-03-16,I,78723,21.05,3125350,10090395
20185006213,3,BURGLARY OF VEHICLE,Theft,2018-02-17,804 SOUTH CENTER ST,N,2018-02-20,D,78704,13.07,3105894,10057080
2018431440,7,AGG ASSAULT,Agg Assault,2018-02-13,15100 N IH 35 NB,C,2018-02-13,E,78660,18.57,3136466,10135333
2018440788,3,THEFT OF TRAILER,Theft,2018-02-13,209 E BEN WHITE BLVD EB,N,2018-02-13,D,78745,24.03,3108654,10053712
20185004734,1,THEFT BY SHOPLIFTING,Theft,2018-02-06,1900 E 7TH ST,N,2018-03-05,C,78702,9.01,3120928,10068994
20185005732,10,BURGLARY OF VEHICLE,Theft,2018-02-14,11250 TAYLOR DRAPER LN,N,2018-02-14,A,78759,25,3110440,10122208
2018472023,7,BURGLARY OF VEHICLE,Theft,2018-02-16,3612 TUDOR BLVD,N,2018-03-22,A,78759,17.53,3115006,10113252
201820991,3,THEFT,Theft,2018-01-02,2515 ELMONT DR,N,2018-01-16,H,78741,23.04,3121521,10060330
20185006132,5,THEFT,Theft,2018-02-16,4420 MOUNT VERNON DR,N,2018-03-29,D,78745,20.02,3103371,10053882
2018451061,8,RAPE,Rape,2018-02-14,,N,2018-04-18,D,78749,17.49,,
20185000731,2,BURGLARY OF VEHICLE,Theft,2018-01-06,5210 S IH 35 NB,N,2018-01-11,F,78744,24.19,3108593,10045858
20185001500,7,BURGLARY OF VEHICLE,Theft,2018-01-12,3612 TUDOR BLVD,N,2018-01-12,A,78759,17.53,3115006,10113252
20188000578,3,THEFT BY SHOPLIFTING,Theft,2018-02-18,2400 S CONGRESS AVE,N,2018-02-23,D,78704,13.08,3110844,10059841
20185006312,1,THEFT,Theft,2018-02-19,11441 N IH 35 SVRD NB,N,2018-02-22,E,78753,18.32,3135375,10111677
20185000401,10,THEFT,Theft,2018-01-04,11150 RESEARCH BLVD SB,N,2018-02-13,A,78759,17.22,3112160,10121309
2018150358,6,RAPE,Rape,2018-01-15,,N,2018-02-02,A,78729,204.08,,
2018471825,4,BURGLARY OF VEHICLE,Theft,2018-02-16,7604 N IH 35 SVRD SB,,,I,78752,18.04,3126588,10096549
20185005739,10,BURGLARY OF VEHICLE,Theft,2018-02-14,7010 VILLAGE CENTER DR,N,2018-02-14,B,78731,17.18,3109186,10101321
2018461515,7,BURGLARY OF RESIDENCE,Burglary,2018-02-15,11821 BITTERN HOLW,N,2018-05-29,E,78758,18.45,3127939,10117294
2018470639,7,BURGLARY NON RESIDENCE,Burglary,2018-02-16,6400 BURNET RD,C,2018-04-19,B,78757,15.01,3114801,10097028
2018471845,4,BURGLARY OF RESIDENCE,Burglary,2018-02-16,5506 DELWOOD DR,N,2018-02-20,I,78723,21.06,3129904,10085692
20185006715,9,THEFT OF BICYCLE,Theft,2018-02-21,501 E OLTORF ST,N,2018-02-22,D,78704,23.08,3111997,10059420
20185005753,7,BURGLARY OF VEHICLE,Theft,2018-02-14,701 E PARMER LN,N,2018-02-19,E,78753,18.39,3138515,10120073
201861738,4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,2018-01-07,8033 GESSNER DR,C,2018-01-07,E,78753,18.04,3126671,10098863
2018500958,4,BURGLARY OF RESIDENCE,Burglary,2018-02-19,9200 NORTH PLZ,N,2018-02-20,E,78753,18.13,3131540,10102640
2018500973,4,BURGLARY OF RESIDENCE,Burglary,2018-02-19,701 W LONGSPUR BLVD,N,2018-04-25,E,78753,18.23,3129180,10106923
20185006386,3,THEFT,Theft,2018-02-19,1745 E OLTORF ST,N,2018-03-26,H,78741,23.07,3116221,10057774
20185005505,5,BURGLARY OF VEHICLE,Theft,2018-02-12,10701 S IH 35 SVRD NB,N,2018-02-13,F,78747,24.28,3099484,10025738
2018480775,4,THEFT,Theft,2018-02-17,9414 N LAMAR BLVD,N,2018-04-04,E,78758,18.19,3127650,10106327
20185006229,10,THEFT,Theft,2018-02-18,7301 FM 2222 RD,N,2019-01-14,A,78730,17.61,3094362,10107919
20185006230,9,THEFT BY SHOPLIFTING,Theft,2018-02-18,1600 LAVACA ST,N,2018-02-19,B,78701,7,3114539,10074676
20185005370,6,THEFT,Theft,2018-02-11,11200 LAKELINE MALL DR,N,2018-02-19,A,78613,203.18,3092523,10143915
20185006258,7,BURGLARY OF VEHICLE,Theft,2018-02-18,5400 N LAMAR BLVD,N,2018-02-19,I,78756,2.05,3118092,10090506
20188000102,9,THEFT,Theft,2018-01-09,919 E 32ND ST,N,2018-01-10,B,78705,4.01,3119190,10079092
2018181079,7,THEFT BY SHOPLIFTING,Theft,2018-01-18,12900 N IH 35 SVRD SB,C,2018-01-18,E,78753,18.48,3134231,10124160
20185002303,2,THEFT,Theft,2018-01-19,6231 E STASSNEY LN,N,2018-06-15,F,78744,24.31,3121771,10046486
20185002328,1,THEFT,Theft,2018-01-19,6100 BERKMAN DR,N,2018-01-22,I,78723,21.04,3129764,10088532
