GO Primary Key (Year plus Incident Number),Council District,GO Highest Offense Desc,Crime Type,GO Report Date,GO Location,GO X Coordinate,GO Y Coordinate,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract
20181571165,1,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,6-Jun-18,,,,C,9-Jul-18,C,78723,21.08
20185016297,7,THEFT BY SHOPLIFTING,Theft,1-May-18,10515 N MOPAC EXPY SVRD NB,3116529.00,10116684,N,2-Jul-18,A,78758,17.53
20181580438,3,RAPE,Rape,7-Jun-18,,,,N,18-Jun-18,D,78745,13.07
20181151117,1,THEFT,Theft,25-Apr-18,1618 FERGUSON LN,3135272.00,10099307,N,9-May-18,E,78754,18.34
2018670564,4,AUTO THEFT,Auto Theft,8-Mar-18,1030 NORWOOD PARK BLVD,3129996.00,10096983,N,26-Mar-18,I,78753,18.13
20185015578,6,BURGLARY OF VEHICLE,Theft,26-Apr-18,11617 RESEARCH BLVD SVRD NB,3112144.00,10124380,N,26-Apr-18,A,78759,17.54
20181360775,4,BURGLARY OF VEHICLE,Theft,16-May-18,8630 N LAMAR BLVD,3126044.00,10102866,N,17-May-18,E,78758,18.05
2018941505,10,RAPE,Rape,4-Apr-18,,,,N,4-Jun-18,B,78703,16.02
20188001770,9,THEFT,Theft,4-May-18,222 WEST AVE,3111412.00,10070442,N,7-May-18,G,78701,12
20181620055,4,THEFT,Theft,11-Jun-18,919 E KOENIG LN SVRD EB,3124729.00,10090296,N,12-Jun-18,I,78751,21.05
20181271166,1,ROBBERY BY ASSAULT,Robbery,7-May-18,2606 WHELESS LN,3133582.00,10086395,N,20-Jun-18,I,78723,21.12
20188001030,9,THEFT OF BICYCLE,Theft,10-Mar-18,201 E 21ST ST,3116032.00,10076158,N,19-Mar-18,B,78705,6.01
20185010158,10,THEFT,Theft,18-Mar-18,1201 W 38TH ST,3113183.00,10084130,N,20-Mar-18,B,78705,2.04
20185020912,9,THEFT,Theft,4-Jun-18,700 LAVACA ST,3113533.00,10071562,N,5-Jun-18,G,78701,11
20185021088,7,THEFT,Theft,6-Jun-18,11720 DOMAIN BLVD,3119952.00,10120192,N,12-Jun-18,A,78758,18.49
20185015783,4,BURGLARY OF VEHICLE,Theft,27-Apr-18,5789 AIRPORT BLVD,3122835.00,10090826,N,30-Apr-18,I,78752,15.03
20185021955,1,BURGLARY OF VEHICLE,Theft,11-Jun-18,3811 E 12TH ST,3130796.00,10074307,N,18-Jun-18,C,78721,21.09
20185012249,2,THEFT FROM BUILDING,Theft,2-Apr-18,6511 S IH 35 SVRD NB,3106686.00,10042500,N,8-Jun-18,F,78744,24.19
20181620528,3,THEFT,Theft,11-Jun-18,6214 E RIVERSIDE DR,3126955.00,10055640,N,4-Jul-18,H,78741,23.18
20185010783,8,BURGLARY OF VEHICLE,Theft,22-Mar-18,2400 S CAPITAL OF TEXAS HWY NB,3090852.00,10068868,N,26-Mar-18,D,78746,19.1
2018840783,2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,25-Mar-18,5611 JACARANDA DR,3110978.00,10044129,C,5-Apr-18,F,78744,24.11
20185022700,3,BURGLARY OF VEHICLE,Theft,16-Jun-18,1917 TRAMSON DR,3115730.00,10055630,N,22-Jun-18,H,78741,23.07
20181680063,3,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,17-Jun-18,1828 RIVER CROSSING CIR,3123757.00,10057380,C,20-Jun-18,H,78741,23.18
20185022826,7,BURGLARY OF VEHICLE,Theft,17-Jun-18,11900 HOBBY HORSE CT,3122323.00,10120703,N,18-Jun-18,A,78758,18.49
2018881756,5,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,30-Mar-18,2309 BERKELEY AVE,3094586.00,10048954,C,6-Apr-18,D,78745,17.13
20188002302,1,BURGLARY OF VEHICLE,Theft,13-Jun-18,7714 CRYSTALBROOK WEST,3142092.00,10089444,N,19-Jun-18,C,78724,22.01
20185018039,6,BURGLARY OF VEHICLE,Theft,15-May-18,10707 LAKE CREEK PKWY,3092956.00,10138175,N,16-May-18,A,78750,204.05
20185021719,1,BURGLARY OF VEHICLE,Theft,10-Jun-18,9345 E US 290 HWY SVRD EB,3145599.00,10093607,N,20-Jun-18,C,78724,22.02
20185021759,2,THEFT,Theft,10-Jun-18,5400 FREIDRICH LN,3110617.00,10046113,N,20-Jun-18,F,78744,24.11
20181280598,3,THEFT,Theft,8-May-18,1745 E OLTORF ST,3116221.00,10057774,C,10-May-18,H,78741,23.07
20185022816,9,THEFT FROM BUILDING,Theft,17-Jun-18,209 W 2ND ST,3113379.00,10069440,N,18-Jun-18,G,78701,11
2018921733,7,DEADLY CONDUCT,Agg Assault,2-Apr-18,13206 BILLIEM DR,3130955.00,10127582,N,7-Apr-18,A,78727,18.47
20181201644,9,THEFT,Theft,30-Apr-18,E 10TH ST / RED RIVER ST,3116512.00,10071591,N,8-May-18,G,78701,11
20181020759,2,BURGLARY OF VEHICLE,Theft,12-Apr-18,7201 S CONGRESS AVE,3103136.00,10041017,N,24-Apr-18,F,78745,24.22
20185023021,7,THEFT,Theft,18-Jun-18,11801 DOMAIN BLVD,3120008.00,10120617,N,19-Jun-18,A,78758,18.49
20185018737,8,BURGLARY OF VEHICLE,Theft,20-May-18,1706 INTERVAIL DR,3095980.00,10068612,N,21-May-18,D,78746,19.1
20185013424,7,BURGLARY OF VEHICLE,Theft,10-Apr-18,2700 ESPERANZA XING,3121224.00,10118316,N,11-Apr-18,A,78758,18.49
20185013442,6,THEFT BY SHOPLIFTING,Theft,10-Apr-18,11200 LAKELINE MALL DR,3092523.00,10143915,N,11-Apr-18,A,78613,203.18
20181131128,6,THEFT FROM AUTO,Theft,23-Apr-18,10306 BURMASTER LN,3093074.00,10135740,N,14-Jan-19,A,78750,204.05
2018901083,4,THEFT,Theft,31-Mar-18,1030 NORWOOD PARK BLVD,3129996.00,10096983,C,31-Mar-18,I,78753,18.13
20181071601,2,ROBBERY BY ASSAULT,Robbery,17-Apr-18,2203 BLUE MEADOW DR,3108260.00,10039092,,,F,78744,24.27
20185008600,9,BURGLARY OF VEHICLE,Theft,7-Mar-18,2216 SAN GABRIEL ST,3112454.00,10077579,N,7-Mar-18,B,78705,6.04
20181470836,4,AGG ASSAULT,Agg Assault,27-May-18,9001 NORTHGATE BLVD,3121587.00,10107704,C,27-May-18,E,78758,18.2
20185012209,9,BURGLARY OF VEHICLE,Theft,2-Apr-18,4200 AVENUE A,3116655.00,10085147,N,3-Apr-18,B,78751,3.02
20185008352,9,BURGLARY OF VEHICLE,Theft,5-Mar-18,E 4TH ST / SAN JACINTO BLVD,3114883.00,10069843,N,7-Mar-18,G,78701,11
20185022727,4,THEFT,Theft,16-Jun-18,5407 N IH 35 SVRD NB,3125230.00,10087820,N,18-Jun-18,I,78723,21.05
20181671798,3,BURGLARY OF VEHICLE,Theft,16-Jun-18,1500 CROSSING PL,3123227.00,10058967,N,3-Jul-18,H,78741,23.17
2018782215,9,THEFT,Theft,19-Mar-18,525 N LAMAR BLVD,3110740.00,10071581,C,20-Mar-18,G,78703,12
2018920613,3,AUTO THEFT,Auto Theft,2-Apr-18,501 E STASSNEY LN,3105694.00,10046463,N,3-Apr-18,F,78745,24.02
2018691119,5,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,10-Mar-18,9300 S IH 35 SVRD SB,3100423.00,10033116,N,5-Apr-18,F,78748,24.21
20185011161,2,BURGLARY OF VEHICLE,Theft,25-Mar-18,5201 TWO IRON ST,3115089.00,10044245,N,29-Mar-18,F,78744,24.13
20185019230,7,THEFT FROM AUTO,Theft,23-May-18,2002 VALLEJO ST,3116107.00,10098136,N,23-May-18,I,78757,15.05
2018740006,9,BURGLARY OF VEHICLE,Theft,15-Mar-18,807 W 6TH ST,3111694.00,10071479,N,15-Mar-18,G,78703,11
2018770364,3,AUTO THEFT,Auto Theft,18-Mar-18,5112 S 1ST ST,3103639.00,10050800,N,20-Mar-18,D,78745,20.03
20185013846,4,AUTO THEFT,Auto Theft,9-Apr-18,1100 REINLI ST,3126350.00,10088845,C,6-Feb-19,I,78723,21.05
20185013964,4,BURGLARY OF VEHICLE,Theft,14-Apr-18,7604 N IH 35 SVRD SB,3126588.00,10096549,N,16-Apr-18,I,78752,18.04
20185013030,6,THEFT,Theft,8-Apr-18,5301 DUVAL RD,3112883.00,10125204,N,2-May-18,A,78759,17.54
20185018527,7,THEFT,Theft,18-May-18,3111 PALM WAY,3120202.00,10119794,,,A,78758,18.49
2018571649,4,AGG ROBBERY/DEADLY WEAPON,Robbery,26-Feb-18,8540 N LAMAR BLVD,3124795.00,10102565,N,25-Apr-18,E,78758,18.05
20181351817,1,BURGLARY OF VEHICLE,Theft,15-May-18,5400 DARLINGTON LN,3133341.00,10082701,N,16-May-18,I,78723,21.07
20185013242,10,THEFT,Theft,9-Apr-18,3596 FAR WEST BLVD,3109851.00,10102076,N,10-Apr-18,B,78731,17.52
20185013266,9,THEFT,Theft,9-Apr-18,222 E RIVERSIDE DR,3114318.00,10066154,N,7-May-18,H,78704,14.01
20185013340,1,BURGLARY OF VEHICLE,Theft,10-Apr-18,7201 GENEVA DR,3135966.00,10090269,N,11-Apr-18,I,78723,21.13
2018711816,3,SEXUAL ASSAULT W/ OBJECT,Rape,12-Mar-18,,,,N,14-Mar-18,H,78741,23.14
20181081212,6,BURGLARY OF VEHICLE,Theft,18-Apr-18,9800 MEADOWHEATH DR,3098696.00,10140140,N,23-Apr-18,A,78729,204.08
20185020290,10,THEFT OF LICENSE PLATE,Theft,31-May-18,4202 VENADO DR,3105540.00,10104638,N,31-May-18,B,78731,17.05
2018742011,5,AGG ROBBERY/DEADLY WEAPON,Robbery,15-Mar-18,1920 COATS CIR,3086487.00,10030665,C,16-Mar-18,F,78748,17.74
20185013874,7,BURGLARY OF VEHICLE,Theft,13-Apr-18,9012 RESEARCH BLVD SB,3118829.00,10108186,N,13-Apr-18,I,78757,18.18
20185009827,9,BURGLARY OF VEHICLE,Theft,16-Mar-18,702 W 25TH ST,3113387.00,10078558,N,19-Mar-18,B,78705,6.03
2018700297,3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,11-Mar-18,724 NORTHWESTERN AVE,3123353.00,10068750,C,11-Mar-18,C,78702,9.02
2018461419,9,THEFT BY SHOPLIFTING,Theft,15-Feb-18,1000 E 41ST ST,3121344.00,10082703,N,27-Feb-18,B,78751,3.02
20185008525,6,THEFT FROM AUTO,Theft,6-Mar-18,13004 TANTIVY DR,3106262.00,10136487,N,7-Mar-18,A,78729,204.1
20185008912,3,BURGLARY OF VEHICLE,Theft,9-Mar-18,100 RAMBLE LN,3105196.00,10049250,N,13-Mar-18,D,78745,24.02
2018521071,1,BURGLARY OF RESIDENCE,Burglary,21-Feb-18,12113 SALEM HOUSE WAY,3138765.00,10115432,N,23-Feb-18,E,78753,18.35
2018760796,9,THEFT,Theft,17-Mar-18,3213 RED RIVER ST,3119265.00,10079356,N,22-Mar-18,B,78705,4.01
2018780504,3,THEFT,Theft,19-Mar-18,6309 CRUMLEY LN,3130420.00,10061192,N,6-Apr-18,H,78741,23.12
20185014399,9,BURGLARY OF VEHICLE,Theft,17-Apr-18,910 LAVACA ST,3113843.00,10072277,N,18-Apr-18,G,78701,11
20181361528,7,THEFT BY SHOPLIFTING,Theft,16-May-18,3311 ESPERANZA XING,3118196.00,10118869,C,16-May-18,A,78758,18.49
2018681034,7,THEFT,Theft,9-Mar-18,12900 N IH 35 SVRD NB,3135063.00,10123640,C,13-Mar-18,E,78753,18.39
20181071650,7,BURGLARY OF VEHICLE,Theft,17-Apr-18,3400 PALM WAY,3118942.00,10120313,N,22-May-18,A,78758,18.49
20185010339,5,BURGLARY OF VEHICLE,Theft,19-Mar-18,3505 S LAMAR BLVD,3100383.00,10060018,N,20-Mar-18,D,78704,20.04
20185015539,9,THEFT,Theft,25-Apr-18,E RIVERSIDE DR / S CONGRESS AVE,3113119.00,10066752,N,18-May-18,H,78704,13.05
20185019527,2,THEFT,Theft,25-May-18,3600 PRESIDENTIAL BLVD,3138850.00,10047302,N,25-Jul-18,AP,78719,9800
20185019656,9,BURGLARY OF VEHICLE,Theft,26-May-18,1611 W 5TH ST,3107417.00,10072872,N,30-May-18,B,78703,12
20181200947,4,AGG ASSAULT,Agg Assault,30-Apr-18,7011 BENNETT AVE,3127054.00,10093677,N,24-May-18,I,78752,18.12
20188001221,9,THEFT OF BICYCLE,Theft,28-Mar-18,300 E RIVERSIDE DR,3114235.00,10065858,N,10-Apr-18,H,78704,14.01
20185015156,3,THEFT,Theft,23-Apr-18,714 PEDERNALES ST,3123587.00,10068629,N,24-Apr-18,C,78702,9.02
20181611428,8,BURGLARY OF VEHICLE,Theft,10-Jun-18,3500 W SLAUGHTER LN,3081156.00,10039486,N,10-Jul-18,D,78749,17.4
20181211676,8,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,1-May-18,6105 KIDNEYWOOD TRL,3070486.00,10062859,C,2-May-18,D,78735,19.08
20181620655,6,AUTO THEFT,Auto Theft,11-Jun-18,9219 ANDERSON MILL RD,3100228.00,10136950,N,12-Jun-18,A,78729,204.06
20185015608,2,THEFT OF BICYCLE,Theft,26-Apr-18,804 W STASSNEY LN,3101872.00,10049171,N,26-Apr-18,D,78745,24.1
20185008617,8,BURGLARY OF VEHICLE,Theft,7-Mar-18,2900 S MOPAC EXPY NB,3095491.00,10064065,N,8-Mar-18,D,78746,19.17
2018801798,3,BURGLARY OF RESIDENCE,Burglary,21-Mar-18,1600 WICKERSHAM LN,3122229.00,10059265,N,26-Mar-18,H,78741,23.18
20181280774,4,AUTO THEFT,Auto Theft,8-May-18,8210 N IH 35 SB,3128156.00,10098959,C,14-May-18,E,78753,18.06
2018731791,5,BURGLARY OF RESIDENCE,Burglary,14-Mar-18,3816 S LAMAR BLVD NB,3099717.00,10059580,,,D,78704,20.04
20185011221,9,BURGLARY OF VEHICLE,Theft,26-Mar-18,722 HARRIS AVE,3118750.00,10080503,N,26-Mar-18,B,78705,5
20185016592,7,BURGLARY OF VEHICLE,Theft,3-May-18,9505 STONELAKE BLVD,3114678.00,10113354,N,7-May-18,A,78759,17.53
20185015648,9,BURGLARY OF VEHICLE,Theft,26-Apr-18,900 W MARY ST,3108835.00,10063378,N,18-May-18,D,78704,13.05
20181261730,2,THEFT,Theft,6-May-18,5801 AINEZ DR,3116449.00,10041252,N,10-Jul-18,F,78744,24.31
20181270757,2,THEFT,Theft,7-May-18,6405 S IH 35 SVRD NB,3107209.00,10042779,N,14-May-18,F,78744,24.19
20185011895,7,BURGLARY NON RESIDENCE,Burglary,30-Mar-18,1200 E PARMER LN,3141599.00,10117562,N,18-Apr-18,E,78753,18.39
20185018110,4,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,15-May-18,,,,N,28-Oct-18,I,78752,18.12
20185009888,4,BURGLARY OF VEHICLE,Theft,16-Mar-18,6121 N IH 35 SVRD NB,3125778.00,10091257,N,19-Mar-18,I,78752,18.12
2018750932,2,THEFT,Theft,16-Mar-18,8001 S IH 35 NB,3103487.00,10037226,N,20-Mar-18,F,78744,24.29
2018980275,8,BURGLARY NON RESIDENCE,Burglary,8-Apr-18,7622 W SH 71,3070818.00,10060140,N,4-May-18,D,78735,19.08
20185017860,7,BURGLARY OF VEHICLE,Theft,13-May-18,11501 ROCK ROSE AVE,3119545.00,10119175,N,14-May-18,A,78758,18.49
20181670171,1,AGG ASSAULT WITH MOTOR VEH,Agg Assault,16-Jun-18,10800 N IH 35 NB,3133350.00,10108806,C,16-Jun-18,E,78753,18.33
20185022888,2,BURGLARY OF VEHICLE,Theft,18-Jun-18,8905 NORWICH CASTLE DR,3115463.00,10027733,N,19-Jun-18,F,78747,24.26
2018630612,3,THEFT BY SHOPLIFTING,Theft,4-Mar-18,2701 E 7TH ST,3124305.00,10067892,C,4-Mar-18,C,78702,9.02
20181010660,6,BURGLARY OF RESIDENCE,Burglary,11-Apr-18,13800 LYNDHURST ST,3097629.00,10147812,N,11-Apr-18,A,78717,203.11
20181310617,4,THEFT,Theft,11-May-18,10706 LANSHIRE DR,3124391.00,10113605,N,16-May-18,E,78758,18.21
20181311000,10,BURGLARY OF VEHICLE,Theft,11-May-18,11680 RESEARCH BLVD NB,3111983.00,10124539,N,16-May-18,A,78759,17.54
20185018637,2,BURGLARY OF VEHICLE,Theft,19-May-18,7501 E BEN WHITE BLVD SVRD EB,3130365.00,10052330,N,21-May-18,H,78744,24.31
20185013782,8,BURGLARY OF VEHICLE,Theft,13-Apr-18,5951 SALCON CLIFF DR,3072832.00,10046863,N,17-Apr-18,D,78749,17.37
20185012282,8,BURGLARY OF VEHICLE,Theft,2-Apr-18,2107 ANDREW ZILKER RD,3106012.00,10069639,N,16-Apr-18,D,78746,19.11
2018941397,4,BURGLARY NON RESIDENCE,Burglary,4-Apr-18,7501 BLESSING AVE,3130250.00,10094191,N,13-Jun-18,I,78752,18.12
2018850256,4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,26-Mar-18,9106 N IH 35 SVRD SB,3130051.00,10103285,N,29-Mar-18,E,78753,18.06
20188001296,6,BURGLARY OF VEHICLE,Theft,2-Apr-18,14417 LILLEY BROOK CV,3099637.00,10152805,N,5-Apr-18,A,78717,205.08
2018802073,9,BURGLARY OF VEHICLE,Theft,21-Mar-18,106 S 1ST ST,3112505.00,10068452,N,28-Mar-18,D,78704,13.05
20181021193,1,THEFT,Theft,12-Apr-18,1617 N IH 35 NB,3118039.00,10073759,N,28-May-18,C,78702,8.03
2018541133,9,BURGLARY OF VEHICLE,Theft,23-Feb-18,3312 LARRY LN,3123307.00,10078151,N,6-Mar-18,C,78722,4.02
20181310544,7,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,11-May-18,1310 ALGUNO RD,3117705.00,10094291,N,22-May-18,I,78757,15.05
20181341716,5,BURGLARY OF RESIDENCE,Burglary,14-May-18,10101 S 1ST ST,3097265.00,10030093,N,16-May-18,F,78748,24.21
20185019476,7,THEFT,Theft,24-May-18,3121 PALM WAY,3119999.00,10119681,,,A,78758,18.49
20185018475,4,BURGLARY OF VEHICLE,Theft,17-May-18,5901 N IH 35 SVRD NB,3125506.00,10089730,N,18-May-18,I,78723,21.05
20185013684,8,BURGLARY OF VEHICLE,Theft,12-Apr-18,2206 STRATFORD DR,3105528.00,10070260,N,18-Apr-18,D,78746,19.11
20185009123,9,BURGLARY OF VEHICLE,Theft,10-Mar-18,601 E 4TH ST,3115934.00,10069505,N,13-Mar-18,G,78701,11
2018591421,4,THEFT,Theft,28-Feb-18,9200 NORTH PLZ,3131540.00,10102640,N,6-Jun-18,E,78753,18.13
20185018387,4,THEFT OF BICYCLE,Theft,17-May-18,N LAMAR BLVD / W RUNDBERG LN,3127942.00,10105660,,,E,78758,18.19
2018571611,1,RAPE,Rape,26-Feb-18,,,,N,5-Apr-18,I,78723,21.06
2018581250,4,THEFT,Theft,27-Feb-18,1101 CLAYTON LN,3126671.00,10089224,N,1-Mar-18,I,78723,21.05
20185013967,3,BURGLARY OF VEHICLE,Theft,14-Apr-18,1407 E 7TH ST,3119132.00,10069470,,,G,78702,9.02
20188001379,3,BURGLARY OF VEHICLE,Theft,8-Apr-18,2201 WILLOW CREEK DR,3118746.00,10057154,N,12-Apr-18,H,78741,23.16
20185007395,3,THEFT OF BICYCLE,Theft,26-Feb-18,1902 E 6TH ST,3120919.00,10068590,N,5-Mar-18,C,78702,9.02
20185022785,4,THEFT,Theft,17-Jun-18,1030 NORWOOD PARK BLVD,3129996.00,10096983,N,18-Jun-18,I,78753,18.13
20185018816,6,BURGLARY OF VEHICLE,Theft,21-May-18,13000 N FM 620 RD NB,3095250.00,10143015,N,21-May-18,A,78613,203.18
20185007833,7,THEFT BY SHOPLIFTING,Theft,1-Mar-18,12707 N MOPAC EXPY NB,3126499.00,10127412,N,2-Mar-18,A,78727,18.48
20188000738,10,BURGLARY OF VEHICLE,Theft,26-Feb-18,11500 JUNIPER RIDGE DR,3107139.00,10126427,N,1-Mar-18,A,78759,25
20188000740,2,THEFT OF BICYCLE,Theft,20-Feb-18,7500 S IH 35 SVRD SB,3104107.00,10039089,N,1-Mar-18,F,78745,24.22
20185009383,9,BURGLARY OF VEHICLE,Theft,13-Mar-18,E 7TH ST / NECHES ST,3115857.00,10070656,N,13-Mar-18,G,78701,11
20181030721,4,THEFT,Theft,13-Apr-18,5720 CAMERON RD,3126919.00,10088526,N,16-Apr-18,I,78723,21.05
20188001989,1,THEFT,Theft,16-May-18,9020 TUSCANY WAY,3139409.00,10096534,N,12-Oct-18,E,78754,18.34
2018591020,9,THEFT,Theft,28-Feb-18,613 CONGRESS AVE,3114500.00,10070899,N,1-Mar-18,G,78701,11
2018701080,7,AUTO THEFT,Auto Theft,11-Mar-18,8440 BURNET RD,3117924.00,10106675,N,11-Mar-18,B,78757,18.17
20185008204,7,THEFT,Theft,4-Mar-18,1301 CHOQUETTE DR,3118971.00,10096415,N,5-Mar-18,I,78757,15.05
20185014810,8,BREACH OF COMPUTER SECURITY,Theft,20-Apr-18,7103 OAK MEADOW DR,3071985.00,10057207,N,7-Jun-18,D,78736,17.69
20181620181,3,BURGLARY OF RESIDENCE,Burglary,11-Jun-18,1601 MONTOPOLIS DR,3127800.00,10056391,C,11-Jun-18,H,78741,23.12
2018640232,1,MURDER,Murder,5-Mar-18,5605 SPRINGDALE RD,3135853.00,10082626,C,28-Mar-18,C,78723,21.08
2018670625,4,BURGLARY OF RESIDENCE,Burglary,8-Mar-18,9602 NORTH CREEK DR,3130092.00,10105627,N,9-Mar-18,E,78753,18.23
20181551052,9,THEFT FROM AUTO,Theft,4-Jun-18,2311 REBEL RD,3112341.00,10059533,N,17-Jul-18,H,78704,23.08
20185007878,4,THEFT BY SHOPLIFTING,Theft,1-Mar-18,5621 N IH 35 SVRD NB,3125467.00,10088596,N,2-Mar-18,I,78723,21.05
20185023107,7,BURGLARY OF VEHICLE,Theft,19-Jun-18,12820 N LAMAR BLVD,3133369.00,10124408,N,20-Jun-18,E,78753,18.48
20185014040,2,BURGLARY OF VEHICLE,Theft,14-Apr-18,1912 E WILLIAM CANNON DR,3108106.00,10041682,N,16-Apr-18,F,78744,24.19
20181601853,1,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,9-Jun-18,6409 SPRINGDALE RD,3137140.00,10085508,C,10-Jun-18,C,78723,21.08
20181620416,4,BURGLARY NON RESIDENCE,Burglary,11-Jun-18,9435 MIDDLE FISKVILLE RD,3131617.00,10104066,N,1-Aug-18,E,78753,18.33
2018481031,1,THEFT BY SHOPLIFTING,Theft,17-Feb-18,6305 CAMERON RD,3128819.00,10090096,N,27-Feb-18,I,78723,21.04
20185010358,3,THEFT BY SHOPLIFTING,Theft,19-Mar-18,710 E BEN WHITE BLVD SVRD WB,3111061.00,10053193,N,20-Mar-18,D,78704,23.08
2018700454,3,AGG ASSAULT,Agg Assault,11-Mar-18,6000 BLOCK BLUEBELL CIR,3126616.00,10057396,,,H,78741,23.18
2018710847,8,BURGLARY OF VEHICLE,Theft,12-Mar-18,3900 S MOPAC EXPY SVRD SB,3093433.00,10061615,N,15-Mar-18,D,78746,19.17
20188000999,8,BURGLARY OF VEHICLE,Theft,16-Mar-18,11906 ARBOR DOWNS RD,3079992.00,10029181,N,28-Mar-18,F,78748,17.74
20181150690,9,THEFT,Theft,25-Apr-18,200 SAN JACINTO BLVD,3114645.00,10069302,N,26-Apr-18,G,78701,11
20181131207,6,THEFT BY SHOPLIFTING,Theft,23-Apr-18,11200 LAKELINE MALL DR,3092523.00,10143915,N,20-Jun-18,A,78613,203.18
20181631343,2,BURGLARY OF RESIDENCE,Burglary,12-Jun-18,2513 PALO VERDE DR,3112740.00,10042887,C,26-Oct-18,F,78744,24.12
20185022243,6,THEFT BY SHOPLIFTING,Theft,13-Jun-18,11066 PECAN PARK BLVD,3094085.00,10143865,N,14-Jun-18,A,78613,203.18
20185010347,1,THEFT BY SHOPLIFTING,Theft,19-Mar-18,6021 N IH 35 SVRD NB,3125350.00,10090395,N,20-Mar-18,I,78723,21.05
20185010650,7,THEFT,Theft,21-Mar-18,422 E BRAKER LN,3133536.00,10111212,N,27-Apr-18,E,78753,18.24
2018790728,6,BURGLARY NON RESIDENCE,Burglary,20-Mar-18,8650 SPICEWOOD SPRINGS RD,3103800.00,10130609,N,29-May-18,A,78759,204.05
20181130719,1,BURGLARY NON RESIDENCE,Burglary,23-Apr-18,2502 E MARTIN LUTHER KING JR BLVD,3122959.00,10075657,N,12-Jun-18,C,78722,4.02
20181630930,2,AUTO THEFT,Auto Theft,12-Jun-18,2302 E WILLIAM CANNON DR,3110156.00,10041054,N,13-Jun-18,F,78744,24.19
20185015427,5,BURGLARY OF VEHICLE,Theft,25-Apr-18,10801 S IH 35 SVRD NB,3099494.00,10025510,N,26-Apr-18,F,78747,24.28
20185016898,2,THEFT,Theft,6-May-18,1608 CHIPPEWAY LN,3097445.00,10048059,N,7-May-18,F,78745,24.09
20185022871,4,BURGLARY OF VEHICLE,Theft,18-Jun-18,5330 N IH 35 SVRD SB,3124538.00,10087177,N,18-Jun-18,I,78751,21.05
20181661013,2,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,15-Jun-18,,,,N,16-Jun-18,F,78747,24.26
2018831815,2,AGG ASSAULT ON PUBLIC SERVANT,Agg Assault,24-Mar-18,6300 S IH 35 SVRD NB,3107158.00,10043511,C,25-Mar-18,F,78744,24.19
2018830369,4,AGG ASSAULT,Agg Assault,24-Mar-18,8805 NORTH PLZ,3130942.00,10101024,N,22-May-18,E,78753,18.13
20181190356,1,RAPE,Rape,29-Apr-18,,,,N,14-Jun-18,I,78754,18.34
20185015602,6,RAPE OF A CHILD,Rape,26-Apr-18,,,,N,29-Jan-19,A,78750,204.04
2018550626,4,BURGLARY OF RESIDENCE,Burglary,24-Feb-18,5608 AVENUE F,3121367.00,10090313,N,26-Feb-18,I,78751,15.03
20185018282,8,BURGLARY OF VEHICLE,Theft,16-May-18,6625 ESTANA LN,3063389.00,10037523,N,19-Jun-18,D,78739,17.75
20188002359,7,THEFT BY SHOPLIFTING,Theft,13-Jun-18,1434 W WELLS BRANCH PKWY,3137594.00,10134827,N,21-Jun-18,E,78660,18.4
20185009614,4,BURGLARY OF VEHICLE,Theft,14-Mar-18,9121 N IH 35 SVRD NB,3130598.00,10103050,N,15-Mar-18,E,78753,18.13
20181220101,1,AUTO THEFT,Auto Theft,2-May-18,2906 E MARTIN LUTHER KING JR BLVD,3125046.00,10076076,C,7-May-18,C,78722,4.02
20185021358,9,THEFT,Theft,7-Jun-18,601 RIO GRANDE ST,3112256.00,10071441,N,8-Jun-18,G,78701,11
20181201240,9,THEFT BY SHOPLIFTING,Theft,30-Apr-18,1201 BARBARA JORDAN BLVD,3124601.00,10084923,C,30-Apr-18,B,78723,3.06
2018780228,9,BURGLARY NON RESIDENCE,Burglary,19-Mar-18,1001 WEST LYNN ST,3108888.00,10074628,N,10-May-18,B,78703,12
2018651795,7,BURGLARY NON RESIDENCE,Burglary,6-Mar-18,10011 STONELAKE BLVD,3114834.00,10115974,O,25-May-18,A,78759,17.53
20185011489,7,BURGLARY NON RESIDENCE,Burglary,27-Mar-18,1901 ALBURY CV,3125972.00,10118667,N,15-Jun-18,E,78758,18.44
20188001889,9,THEFT,Theft,15-May-18,1000 E 41ST ST,3121344.00,10082703,N,17-May-18,B,78751,3.02
2018802120,2,BURGLARY OF RESIDENCE,Burglary,21-Mar-18,9605 NIGHT STAR DR,3138638.00,10054467,N,26-Mar-18,H,78617,23.1
20185006973,3,THEFT FROM AUTO,Theft,23-Feb-18,2425 E RIVERSIDE DR,3120233.00,10058980,N,22-Mar-18,H,78741,23.16
